Dataset,Accuracy,Acc. STD,F1,F1 STD
Plane,0.9961904761904762,0.008518354199999217,0.9963095238095239,0.008252155631249194
PowerCons,0.9555555555555556,0.005555555555555591,0.9552413425142914,0.005740718747035617
ProximalPhalanxOutlineAgeGroup,0.8585365853658536,0.00597436522630044,0.7685401606429283,0.009880051114871122
ProximalPhalanxOutlineCorrect,0.8391752577319588,0.010136000827321356,0.8926854786993632,0.006229490207572845
ProximalPhalanxTW,0.8009756097560976,0.015192596587704771,0.46381116545917767,0.024150408092184324
RefrigerationDevices,0.5237333333333333,0.017547396134786238,0.5101346453976682,0.022632087571051472
Rock,0.8039999999999999,0.026076809620810566,0.7817531118777142,0.01981654340865017
ScreenType,0.4224,0.01076620226036606,0.42270751932152906,0.012528767244350475
SemgHandGenderCh2,0.8476666666666667,0.011340683890802653,0.7820731984368018,0.018808984811115426
SemgHandMovementCh2,0.44533333333333336,0.011396339026629398,0.44679736993765595,0.011970852170604597
SemgHandSubjectCh2,0.7271111111111112,0.02894865612352365,0.7164234430327278,0.03133948135271862
ShakeGestureWiimoteZ,0.792,0.010954451150103331,0.7599466089466089,0.017908206466074824
ShapeletSim,0.7933333333333333,0.09064242595339143,0.8109274642569346,0.07593503840408203
ShapesAll,0.7053333333333334,0.00828318242652613,0.6890774046749489,0.010576690050172123
SmallKitchenAppliances,0.7882666666666667,0.01692860826464413,0.7867442343252987,0.01730614854294835
SmoothSubspace,0.876,0.03699849846803093,0.8755878257237174,0.036983137613886254
SonyAIBORobotSurface1,0.7697171381031613,0.024215224841565894,0.7864569866072229,0.017002952802375272
SonyAIBORobotSurface2,0.85099685204617,0.01817471991153072,0.8720731182693962,0.015048103419884004
StarLightCurves,0.9681641573579407,0.003587901614714099,0.9558889523127758,0.004464691584401972
Strawberry,0.9497297297297297,0.008673949478854744,0.9600710476024867,0.006888324999713459
SwedishLeaf,0.85696,0.0067504073951132745,0.8548973948332376,0.007801243877694706
Symbols,0.8590954773869347,0.021002380156137656,0.8496276614280212,0.026202410563674113
SyntheticControl,0.9513333333333334,0.008692269873603569,0.951328399296353,0.00885781441739058
ToeSegmentation1,0.8912280701754386,0.015630289194039894,0.8817663869309158,0.018115227073106775
ToeSegmentation2,0.8892307692307693,0.015951108733329014,0.7459537733221944,0.0400728454189664
Trace,0.998,0.004472135954999584,0.9981023988542785,0.004243165156014672
TwoLeadECG,0.9190517998244074,0.03960285251866898,0.9117198613280991,0.04532460512454266
TwoPatterns,0.85035,0.012604066804012144,0.8463526811715443,0.013628077274667428
UMD,0.925,0.026625402100945605,0.9243671719283093,0.027181022583963703
UWaveGestureLibraryAll,0.8817420435510888,0.009965756235731298,0.880768514918329,0.009890471928762065
UWaveGestureLibraryX,0.7613065326633166,0.007642936249025018,0.7414296115455066,0.009894740738684987
UWaveGestureLibraryY,0.6654383026242323,0.011069859930837252,0.6540305233048431,0.012896345053540734
UWaveGestureLibraryZ,0.7059743160245673,0.007126860843197831,0.6886390609414982,0.007998784873077824
Wafer,0.9928293316028552,0.001309969450888133,0.9959850590482573,0.0007340805795191275
Wine,0.7851851851851852,0.033640559489972154,0.7402383555390031,0.0456086877097093
WordSynonyms,0.5852664576802508,0.004234876516020779,0.4548327845186378,0.011897804543782501
WormsTwoClass,0.7246753246753247,0.03100606853587877,0.7542434576034847,0.03115231563532487
Worms,0.7142857142857143,0.01836640990094929,0.67699390354967,0.01931356136875986
Yoga,0.7444666666666666,0.01916101365910593,0.7696838437620792,0.019043863965723377
