Dataset,Accuracy Mean,Accuracy Std,F1 Mean,F1 Std
Crop,0.718488,0.0014280812301826569,0.709966,0.00160286743057561
ElectricDevices,0.7488020000000001,0.004370919354094741,0.6709620000000001,0.005501328566810018
FordA,0.9506080000000001,0.0005687319227896738,0.950562,0.0005671472471942544
FordB,0.82074,0.0034397383621432437,0.8206659999999999,0.0034509511732274904
HandOutlines,0.9373000000000001,0.002020494988857955,0.9309700000000001,0.0022276893858884407
PhalangesOutlinesCorrect,0.805828,0.0033445980326490686,0.78065,0.004419606317309273
TwoPatterns,0.9622999999999999,0.0014525839046333811,0.9621679999999999,0.0014758238377259225
